category,subcategory,name,price,skins,colors,description,features,image link,link
makeup,lips,Crushed Oil-Infused Gloss,$29.00 ,NA,Sweet Talk; Force of Nature; In the Buff; New Romantic; Sweet Dianthus; Love Letter; Red Hibiscus; Hot Streak; Freestyle; Wild Card; Rock & Red; After Party; Slow Jam; Free Spirit,A non-sticky lip gloss infused with a blend of nutrient-rich botanical oils for cushiony comfort and high-impact shine. Our tinted lip oil-infused formula comes in sheer shades from bare to berry to bold that glide on effortlessly.,"Offers the shine of a gloss without stickiness.Glides on smoothly thanks to its moisturizing formula.Leaves lips with cushiony, comfortable color.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EMCK01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2339/72380/makeup/lips/crushed-oil-infused-gloss/ss20#/shade/Sweet_Talk
makeup,lips,Crushed Liquid Lip,$29.00 ,NA,Juicy Date; Lychee Baby; Haute Cocoa; East Coast Slay; Hippy Shake; Main Squeeze; Give A Fig; Smoothie Move; Peach & Quiet; Mango Mood; Big Apple; Cherry Crush; Cool Beets,"The look of a liquid lipstick meets the comfortable feel of a balm and the plumped-up sheen of a gloss. Infused with a Superfruit Blend featuring Cranberry, Bilberry, and Raspberry Extracts, this emollient-rich, full-coverage formula glides on with pure color pigments while offering nourishing comfort and moisture—both instantly and over time.","Nourishes lips with instant and lasting hydration.Glides effortlessly onto lips with the conditioning feel of a balm.Delivers pure color pigments and a plumping, glossy sheen for a bold finish.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EL1104_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2339/62860/makeup/lips/crushed-liquid-lip/ss19#/shade/Juicy_Date
makeup,lips,Luxe Lip Color,$38.00 ,Anyone who wants the ultimate in color and treatment benefits in a lipstick.,Almost Bare; Pale Mauve; Bahama Brown; Retro Coral; Guava; Sunset Orange ; Pink Cloud; Desert Rose; Plum Rose; Hibiscus; Retro Red; Downtown Plum; Bond; Red Berry ; Plum Brandy; Pink Nude; Pink Buff; Neutral Rose; Soft Berry; Parisian Red ; Sunset Orange,"This creamy, hydrating lipstick boosts moisture levels while rejuvenating lips, keeping them comfortable and conditioned. Wearable bolds and power neutrals are designed to flatter all skin tones and styles.","Complements lips in one swipe with a balance of intense pigments and skin-flattering tones.Reduces the look of lip lines and boost moisture levels, making it comfortable for everyday wear.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EE1Y03_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2339/37182/makeup/lips/luxe-lip-color/fh15#/shade/Almost_Bare
makeup,lips,Luxe Matte Lip Color,$38.00 ,NA,Tawny Pink; Nude Reality; True Pink; Boss Pink; Razzberry; Bitten Peach; Fever Pitch ; On Fire; Red Carpet; Burnt Cherry; Mauve Over ; Cheeky Peach,"A luxurious matte lipstick that delivers full-coverage color for bold lips that stay the day. This long-wearing lipstick is comfortable and lightweight, so it feels as good as it looks.","Delivers high-impact color with pure matte powder pigments.Stays color-true for 12 hours, with a comfortable, lightweight feel.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EHJA16_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2339/59513/makeup/lips/luxe-matte-lip-color/fh18#/shade/Burnt_Cherry
makeup,lips,Extra Lip Tint,$34.00 ,NA,Bare Claret; Bare Pink; Bare Pink Sparkle; Bare Melon; Bare Nude; Bare Punch; Bare Raspberry; Bare Blackberry,"Infused with six botanical oils—including Olive, Jojoba, and Avocado Oils—our tinted lip treatment delivers color, care, and comfortable hydration. Visibly revitalizes lips with plumping hydration and sheer, energizing color for a healthy-looking glow.","Restores, softens, and smooths with instant and long-term essential moisture.Visibly smooths, plumps, and reduces the look of fine, dry lines with the help of softening emollients.Enhances lips with a flattering hint of colored tint.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ETCY12_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2339/39562/makeup/lips/extra-lip-tint/ss16#/shade/Bare_Claret
makeup,lips,Crushed Shine Jelly Stick,$14.50 ,NA,Tahiti; Papaya; Candy Apple; Cranberry; Lilac,"A swipe-and-go lipstick that builds from a sheer popsicle tint to a bold pop of color with a soft shine finish. Infused with Hyaluronic Acid and Fruit Oils like Apricot, Sweet Cherry, and Papaya, this moisturizing formula helps plump and smooth with hydration while instantly improving lips’ moisture barrier. Plus, the jelly formula glides on with a smooth, craveable texture.Paraben-free, phthalate-free, SLS-free, talc-free, mineral-oil-free, gluten-free, free of animal-derived ingredients",NA,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EP7403_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2339/84366/makeup/lips/crushed-shine-jelly-stick/ss21#/shade/Tahiti
makeup,lips,Lip Color,$29.00 ,NA,Beige; Rose; Pink; Salmon; Orange; Red; Burnt Red; Blackberry; Brown; Raisin,"Our original bestseller that started it all. This iconic creamy, semi-matte lipstick was the first product to launch—and sold out instantly. Comfortable, full-coverage color that instantly gives lips a polished look makes it a forever favorite.","Swipes on full-color coverage in a range of rich, satiny shades.Delivers a semi-matte finish that’s comfortable, creamy and non-drying.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E10002_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2339/7524/makeup/lips/lip-color#/shade/Beige
makeup,lips,Nourishing Lip Color,$14.50 ,Anyone who wants a nourishing lip color that leaves lips with a luminous shine.,Rosebud; Uber Rose; Poppy,"Everything you want for lips and more. Combines deeply emollient natural oils with an incredibly lush, comfortable texture and luminous shine.","Conditions lips with a formula featuring a luxurious blend of Avocado, Babassu, Jojoba, and Olive Oils and Cocoa Seed Butter.Delivers pure, crisp color with a brilliant, even finish.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EFGT19_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2339/40428/makeup/lips/nourishing-lip-color/ss16#/shade/Rosebud
makeup,lips,Pot Rouge for Lips & Cheeks,$34.00 ,NA,Powder Pink; Pretty Powerful; Fresh Melon; Pale Pink,"Celebrate women everywhere with our bestselling cream color for lips and cheeks in the shade Pretty Powerful, a classic medium pink. This limited-edition shade honors our long-standing mission to support the advancement of women and girls through education. Bobbi Brown believes that a girl with an education is pretty powerful. Since launching the Pretty Powerful Fund  in 2019, we've donated over $1 million to global organizations that empower women and girls through education.","•Two products in one, giving cheeks a light flush and lips a softly stained effect. •Flip-top compact with mirror for easy, on-the-spot application. •Limited-edition Pretty Powerful shade gives a just-right tint to lips and cheeks.   FREE OF Parabens, Phthalates, Sulfites, Gluten, Mineral Oil, Triclosan, Formaldehyde",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EW5632_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2339/20488/makeup/lips/pot-rouge-for-lips-cheeks/ss12#/shade/Pretty_Powerful
makeup,lips,Mini Crushed Lip Color,$15.00 ,NA,Ruby,"A must-have—now made mini. Perfect for trying out or taking on the go. The look of a lipstick meets the feel of a balm for our most wearable lip yet. Loaded with crushed pigments and lip-loving ingredients, it's the ultimate swipe and go formula.KEY INGREDIENTS:Castor Seed OilFREE OF:Parabens, Phthalates, Sulfates, Gluten, Sulfites, Mineral Oil, Tricolsan, Formaldehyde","Rich in Vitamins E and C and beeswax, the balmy formula glides on comfortably with a satin matte finish that leaves lips hydrated and kissably soft. Plus, it won't feather or fade for crush-worthy color that lasts all day.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ETF404_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2339/80765/makeup/lips/mini-crushed-lip-color/ss21#/shade/Ruby
makeup,lips,Mini Luxe Lip Color,$20.00 ,Anyone who wants the ultimate in color and treatment benefits in a lipstick.,Hibiscus,"A must-have—now made mini. Perfect for trying out or taking on the go. Our boldest, most vibrant color ever. This sumptuous formula dramatically boosts moisture levels while intensely rejuvenating lips, keeping them comfortable and conditioned—even after it’s removed.Paraben-free; phthalate-free; sulfate-free; sulfite-free; gluten-free","Intensely rejuvenates lips, helping to visibly reduce the appearance of lip lines with lasting moisture to help relieve lip flaking. Plus, just one swipe delivers maximum-coverage color.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ETF518_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2339/80769/makeup/lips/mini-luxe-lip-color/ss21#/shade/Hibiscus
makeup,lips,Lip Pencil,$27.00 ,NA,Ballet Pink; Pale Mauve; Burnt Orange; Beige; Nude; Pink Mauve; Cocoa; Rose; Bright Raspberry; Red; Sangria; Chocolate; Rum Raisin,"A velvety liner that gives lips natural-looking definition. Draw around the edge of lips for a crisp line or color them in completely, and then apply lip color.",Defines lips for sculpted precision.Imparts velvety softness.Layers well with other lip colors.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EC9110_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2339/32757/makeup/lips/lip-pencil/fh14#/shade/Nude
makeup,lips,Art Stick,$29.00 ,NA,Bare; Rich Nude; Rose Brown; Dusty Pink; Cassis,"This chunky pencil gives you lipstick and liner in one, comfortable wear, and a creamy matte finish. Comes with a sharpener to keep the point perfect.",Glides on with. a creamy texture and a featherweight feel.Doubles as a comfortable-wearing lipstick and lip-defining liner.Includes a sharper to keep application easy and precise.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EA5T16_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2339/7402/makeup/lips/art-stick#/shade/Bare
makeup,lips,Luxe Liquid Lip Velvet Matte,$19.00 ,NA,Brocade,"A captivating liquid lip formula, created with powder pigments and Wild Mango Butter, that delivers lush, comfortable wear and vivid matte color for up to 12 hours.- Paraben-free; phthalate-free; sulfate-free; sulfite-free; mineral oil-free- Gluten-free",NA,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EKG205_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2339/60630/makeup/lips/luxe-liquid-lip-velvet-matte/fh18#/shade/Brocade
makeup,eyes,Long-Wear Cream Shadow Stick,$30.00 ,NA,Cashew; Bone; Vanilla; Truffle; Shore; Shell; Pink Sparkle; Nude Beach; Malted Pink; Golden Pink; Sand Dune; Taupe; Golden Bronze; Dusty Mauve; Stone; Violet Plum; Heather Steel; Bark; Soft Peach; Cinnamon,"Our swipe-and-go cream eye shadow glides on and stays for 8 hours. Prime, line, define, and highlight with buildable, blendable color for instant, effortless eye looks.","Primes, lines, defines, and highlights, no brush necessary.Swipes on highly pigmented shadow in subtle to saturated shades.Stays put and color-true with 8-hour budge-, crease-, and fade-proof wear that’s also waterproof.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E96E44_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/24845/makeup/eyes/long-wear-cream-shadow-stick#/shade/Cashew
makeup,eyes,Luxe Eye Shadow,$38.00 ,NA,Opalescent; Moonstone; Melting Point; Heat Ray; Sun Dip; Gilded Rose,"An all-new, multidimensional metallic eye shadow formula designed to give eyes instant incandescence. In three new lustre, metal and sparkle finishes, this molten shadow can be applied dry for instant impact or applied with a damp brush for a liquid metal look. Rich Lustre: This finish delivers high-impact sparkle. Rich Metal: This finish delivers a molten foil effect. Rich Sparkle: This finish delivers super-charged sparkle. BENEFITSMULTIDIMENSIONAL METALLIC: Infused with chromatic pigments for intense multidimensionality & the ultimate 3-D metallic effect.HIGH-IMPACT: Highly-concentrated pigments deliver color-true, deeply saturated shade intensity and clarity for dramatic payoff.SMOOTH TEXTURE: Hybrid formula has a velvety, bouncy texture that glides on and blends easily.- WET & DRY APPLICATION- 8-HR WEAR- CREASE & FADE-PROOFFREE OF:Parabens, Phthalates, Sulfates, Sulfites, Mineral Oil, Tricolsan, Formaldehyde",NA,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ERGC02_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/53791/makeup/eyes/luxe-eye-shadow/fh17#/shade/Opalescent
makeup,eyes,Eye Shadow,$29.00 ,NA,Bone; Ivory; Shell; Toast; Cement; Heather; Camel ; Taupe; Mahogany; Antique Rose,"These silky, powder single eye shadows apply smoothly and blend easily. Available in a range of shades to use as shadow for lids and liner for eyes, plus color for brows. Layer the densely pigmented eye shadow for even greater intensity.","Works for shading lids, lining eyes, and defining brows.Glides on smoothly and blends easily.Layers for more intense color payoff.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E4P902_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/8197/makeup/eyes/eye-shadow#/shade/Bone
makeup,eyes,Shimmer Wash Eye Shadow,$28.00 ,NA,Champagne; Rose Gold,"A sheer, shimmery eye shadow that softly illuminates lids with delicate color.","Sweeps on a soft wash of shimmering color.Multitasks as highlighter under the brow bone and as shimmery eyeliner.Offers easy application with a blendable, silky powder formula.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E4YK13_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/7815/makeup/eyes/shimmer-wash-eye-shadow#/shade/Champagne
makeup,eyes,Metallic Eye Shadow,$29.00 ,NA,Champagne Quartz; Burnt Sugar; Cognac; Velvet Plum,"High-shimmer, high-pigment shadows in multidimensional metallic shades for creating elevated, eye-catching looks.","Delivers instant, high-impact statement eye looks.Applies smoothly and evenly for easy artistry.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E4NE02_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/7810/makeup/eyes/metallic-eye-shadow#/shade/Champagne_Quartz
makeup,eyes,Real Nudes Eye Shadow Palette,$45.00 ,NA,Golden Nudes; Stonewashed Nudes,"A five-pan eye shadow palette packed with soft-to-smoldering nudes designed to enhance all skin tones. Curated with a range of neutral shades in matte, shimmering, and metallic finishes for everyday artistry—from subtle to sultry statement looks.","Designed to complement all skin tones withs five neutral shadows.Creates eye-catching looks for all occasions with matte, shimmering, and metallic finishes.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ENWF01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/79240/makeup/eyes/real-nudes-eye-shadow-palette/ss21#/shade/Stonewashed_Nudes
makeup,eyes,Long-Wear Gel Eyeliner,$28.00 ,NA,Black Ink; Caviar Ink; Espresso Ink; Sepia Ink; Chocolate Shimmer,"This forever-favorite long-lasting eyeliner provides ultra-precise, budge-proof, smudge-proof, fade-proof definition. A must-have for our pros, this highly pigmented, smooth gel-based formula lets you create subtle to dramatic looks effortlessly.",Offers the precision of liquid liner with the ease of a gel-based formula.Stays on for 8 hours without smudging or fading.Resists sweat and humidity and is waterproof.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E0KK07_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/7785/makeup/eyes/long-wear-gel-eyeliner#/shade/Espresso_Ink
makeup,eyes,Ink Liner,$33.00 ,NA,Blackest Black,A pen-style liquid liner that doesn’t budge. The felt-tip applicator delivers carbon black pigments with extreme precision and goes on smoothly without pulling on lids.,Features a flexible felt tip for precise application.Glides on evenly without dragging or tugging.Wears all day without flaking or smudging.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E9T501_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/27083/makeup/eyes/ink-liner/fh13#/shade/Blackest_Black
makeup,eyes,Perfectly Defined Gel Eyeliner,$28.00 ,NA,Pitch Black; Chocolate Truffle; Scotch; Steel Grey,"This gel-based eyeliner pencil delivers long-wearing, richly pigmented color and precision lining that doesn't flake and stays color true all day. Plus, its silky-soft and creamy texture gives it a lightweight, comfortable feel and makes it easy to apply without tugging or pulling.","Offers on-the-go convenience and precision thanks to the twist-up design and sharpener built into the cap.Delivers bold, super-saturated color.Waterproof, 12-hour non-flaking, color-true wear.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EATK01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/29905/makeup/eyes/perfectly-defined-gel-eyeliner/ss14#/shade/Pitch_Black
makeup,eyes,Long-Wear Waterproof Liner,$33.00 ,NA,Blackout; Black Chocolate,"An opaque, densely pigmented liner with all-day wear that’s strong enough to withstand a workout or humid weather. Applies smoothly, evenly, and precisely for pure, crisp color payoff that stays the day.","Glides on lids evenly for smooth, uniform application and intense definition.Makes creating a range of looks easy with its precise, swivel-up pencil.Waterproof and sweat-, humidity-, and transfer-resistant, with all-day wear.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EGG408_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/47685/makeup/eyes/long-wear-waterproof-liner/ss17#/shade/Blackout
makeup,eyes,Long-Wear Eye Pencil,$28.00 ,NA,Jet; Mahogany,This richly pigmented pencil glides on smoothly and delivers precise definition. Create a range of eye looks with this waterproof and smudge-resistant pencil.,"Lines and defines with bold, pigment-rich color.Applies easily and precisely.Offers 12 hours of smudge-resistant wear, plus is waterproof.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E81101_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/20495/makeup/eyes/long-wear-eye-pencil/ss12#/shade/Jet
makeup,eyes,Micro Brow Pencil,$34.00 ,NA,Slate; Sandy Blonde; Blonde; Honey Brown; Rich Brown; Neutral Brown; Mahogany; Saddle; Espresso; Soft Black,"An ultra-precise pencil with 24-hour, brow-true color. Designed to effortlessly draw hair-like strokes to pinpoint sparse spots, extend tails, and add detailed definition. A blend of emollient oils and waxes provides creamy glide and lasting, waterproof, humidity- and sweat-resistant wear.   Free of: Paraben-free; phthalate-free; sulfate-free; sulfite-free; free of animal by-products; dermatologist- and ophthalmologist-tested",NA,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ENJN09_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/79625/makeup/eyes/micro-brow-pencil/fh20#/shade/Slate
makeup,eyes,Perfectly Defined Long-Wear Brow Pencil,$45.00 ,NA,Slate; Sandy Blonde; Blonde; Honey Brown; Rich Brown; Neutral Brown; Mahogany; Saddle; Espresso; Soft Black,"This all-in-one, long-wearing brow pencil features a slanted, chiseled tip that delivers soft definition to bold structure in a few masterful strokes. Plus, the attached spoolie diffuses color and combs hairs into place for polished, natural looking brows.",Features a multipurpose sword-like shape: the flat edge softly fills in brows while the pointed tip boldly defines them.Comes in extended brow-true shades made to match virtually all hair tones.Refills easily with replaceable pencil cartridges.Waterproof and sweat-resistant.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ECNF09_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/35645/makeup/eyes/perfectly-defined-long-wear-brow-pencil/ss15#/shade/Slate
makeup,eyes,Perfectly Defined Long-Wear Brow Pencil Refill,$28.00 ,NA,Saddle; Sandy Blonde; Mahogany; Blonde; Espresso; Neutral Brown; Rich Brown; Slate; Honey Brown; Soft Black,A pencil cartridge refill for Perfectly Defined Long-Wear Brow Pencil.,Comes in extended brow-true shades made to match virtually all hair tones.Easily refills of our Perfectly Defined Long-Wear Brow Pencil.Waterproof and sweat-resistant.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ER1607_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/69382/makeup/eyes/perfectly-defined-long-wear-brow-pencil-refill/fh19#/shade/Saddle
makeup,eyes,Brow Kit,$52.00 ,NA,Light; Medium; Dark,"A must-have set featuring two complementary brow-true shades of powder for shading, defining, and filling in brows, plus a mini brush for on-the-go application.","Pairs a lighter shade for filling in with a deeper shade for defining, or mix the two to create a customized color.Travels easily in a convenient compact with mini brush for easy brow touch-ups anywhere, anytime.Applies quickly and evenly for easy artistry.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EM6X01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/69383/makeup/eyes/brow-kit/fh19#/shade/Light
makeup,eyes,Natural Brow Shaper & Hair Touch Up,$29.00 ,NA,Blonde; Auburn; Rich Brown; Mahogany,"This flexible tinted brow gel subtly shades, shapes, and tames hairs for natural-looking definition. The gel-cream formula softly sets brow hairs for a natural look. Beauty bonus: Can be used as a quick, temporary cover-up for stray grays between root touch-ups.","Leaves brows with a soft, natural-looking effect.Tints, shapes, and sets hairs for polished brows.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E80P01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/20492/makeup/eyes/natural-brow-shaper-hair-touch-up/ss12#/shade/Blonde
makeup,eyes,Smokey Eye Mascara,$32.00 ,NA,Black,"This kohl-pigmented formula delivers high drama by creating extremely black, volumized lashes in an instant—an ideal complement to your smokey eye makeup. Plus, the long-lasting mascara holds its own against flaking, smudging, sweat, and humidity.","Creates extra-bold, dramatic lashes.Features a long-wearing formula that doesn’t flake or smudge and is sweat and humidity resistant.Builds volume lash by lash, for volumized, fanned-out lashes.Combs through eyelashes evenly from roots to ends, while the brush’s tapered tip grabs small, hard-to-reach lashes.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E9TN01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/27021/makeup/eyes/smokey-eye-mascara/ss14#/shade/Black
makeup,eyes,Eye Opening Mascara,$32.00 ,NA,Black,"This kohl-pigmented formula delivers high drama by creating extremely black, volumized lashes in an instant—an ideal complement to your smokey eye makeup. Plus, the long-lasting mascara holds its own against flaking, smudging, sweat, and humidity.","Creates extra-bold, dramatic lashes.Features a long-wearing formula that doesn’t flake or smudge and is sweat and humidity resistant.Builds volume lash by lash, for volumized, fanned-out lashes.Combs through eyelashes evenly from roots to ends, while the brush’s tapered tip grabs small, hard-to-reach lashes.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EETT01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/39424/makeup/eyes/eye-opening-mascara/ss16#/shade/Black
makeup,eyes,No Smudge Mascara,$32.00 ,NA,Black,"This long-wearing, waterproof mascara volumizes, curls, and lengthens lashes without smudging, clumping, or flaking.","Swipes on a natural to dramatic look, depending on how many coats you apply.Volumizes, curls, and lengthens lashes.Coats individual lashes evenly.Waterproof with all-day smudge-, clump-, flake-free wear.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E9GP01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/25277/makeup/eyes/no-smudge-mascara/ss13#/shade/Black
makeup,eyes,Mini Long-Wear Cream Shadow Stick,$15.00 ,NA,Golden Pink,"A must-have—now made mini. Perfect for trying out or taking on the go. A long-lasting, do-it-all eye shadow that's a stroke of genius—just swipe and go. This budge-proof formula stays put for 8 hours.","Glides on lids tug-free and can be used to shade, define, smoke up and highlight eyes. Comes in subtle to eye-popping shades that last for up to 8 hours without creasing, flaking or fading (and it's waterproof).",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ETF204_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/80767/makeup/eyes/mini-long-wear-cream-shadow-stick/ss21#/shade/Golden_Pink
makeup,eyes,Ultra Fine Eye Liner Brush,$31.00 ,NA,,"A slim, finely tapered shape and firm bristles make this brush ideal for creating precise, crisp lines with gel and powder eyeliner formulas.","Slender design offers ultra-fine precision when lining eyes.Firm, densely packed bristles enable wet-dry lining with gel and powder eyeliner.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E55N01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/7516/makeup/eyes/ultra-fine-eye-liner-brush
makeup,eyes,Angle Eye Shadow Brush,$37.00 ,NA,,"Perfect for contouring and smudging—this rounded, angled brush makes it easy to apply shadow in the corner, in the crease and all over the eye lid.","Small, condensed brush hairs apply eye shadow smoothly and evenly.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E5P801_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/7289/makeup/eyes/angle-eye-shadow-brush
makeup,eyes,Eye Definer Brush,$37.00 ,NA,,Our multitasking must-have tool features soft yet firm bristles to softly define lash lines and fill in brows.,Designed to deliver ideal color payoff to lash lines for softly defined eyes.Helps add natural-looking fullness to thin or sparse brows.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E55J01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/8029/makeup/eyes/eye-definer-brush
makeup,eyes,Ultra Precise Eye Liner Brush,$32.00 ,NA,,"Made for maximum control, the eyeliner brush features a sharply tapered head and firm bristles to help deliver a crisp, smooth, fine line. The precise design makes it ideal for double lining.","Sharply tapered, narrow head and super-fine, firm bristles created to apply the ideal amount of liner.When dampened, the brush can be used to apply eye shadow as liner for a bolder look.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EETX01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/36632/makeup/eyes/ultra-precise-eye-liner-brush/fh15
makeup,eyes,Dual-Ended Brow Definer/Groomer Brush,$42.00 ,NA,,"An all-in-one tool for defining, filling in, and shaping brows. An angled brush head with firm bristles helps evenly distribute brow powders and gels, while the spoolie combs hairs into place and blends out color.","Definer side features angled edge and stiff bristles designed for precise, even application of brow formulas.Grooming spoolie smooths hairs into place and blends color for a natural, fuller-looking brow.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EEWG01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/40840/makeup/eyes/dual-ended-brow-definergroomer-brush/ss16
makeup,eyes,Eye Shadow Brush,$37.00 ,NA,,"Perfect for contouring and smudging—this versatile, angled brush makes it easy to apply eye shadow in the corners, in the creases, and all over the lids.","Short, densely packed bristles apply eye shadow smoothly and evenly.Ideal to use with all eye shadow formulas.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E55H01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/7892/makeup/eyes/eye-shadow-brush
makeup,eyes,Smokey Eye Liner Brush,$37.00 ,"An essential tool for creating a smokey eye, this brush is perfect for the woman who wants a diffused liner look.",,Our must-have brush for smudging and diffusing eyeliner. The bristles and rounded brush head blend out eyeliner to easily create a smokey effect.,"Traces and smudges liner to create easy smokey eye looks.Delivers a sultry, diffused effect with both eyeliner and powder shadow formulas.Ideal for lining the inner corner and lower lash line.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E8J001_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/22691/makeup/eyes/smokey-eye-liner-brush/fh12
makeup,eyes,Eye Brow Brush,$32.00 ,NA,,"This artistry-inspired angled brush is designed especially for shaping, filling, and defining eyebrows.",Designed for perfect control and precision.Makes it easy to create beautifully defined brows.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E55P01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/7659/makeup/eyes/eye-brow-brush
makeup,eyes,The Essential Multicolor Eye Shadow Palette,$45.00 ,NA,Warm Cranberry; Bold Burgundy ,"An artist-curated collection of eye shadow palettes, each featuring five universally flattering shades in stunning finishes to customize any look. A $99 value, yours $45.",NA,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EPFN01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/78313/makeup/eyes/the-essential-multicolor-eye-shadow-palette/fh20#/shade/Warm_Cranberry
